gene	background	synapse
Chil4	True	False
Chil5	True	False
Chil6	True	False
Chit1	True	False
Chka	True	False
Chkb	True	False
Chl1	False	False
Chm	True	False
Chml	True	False
Chmp1a	True	False
Chmp1b	True	False
Chmp2a	True	False
Chmp2b	True	False
Chmp3	True	False
Chmp4b	True	False
Chmp4c	True	False
Chmp5	True	False
Chmp6	True	False
Chmp7	True	False
Chn1	True	False
Chn2	True	False
Chodl	True	False
Chordc1	True	False
Chp1	True	False
Chp2	True	False
Chpf	True	False
Chpf2	True	False
Chpt1	True	False
Chrac1	True	False
Chrd	True	False
Chrdl1	True	False
Chrdl2	True	False
Chrm1	True	False
Chrm2	True	False
Chrm3	True	False
Chrm5	True	False
Chrna1	True	False
Chrna10	True	False
Chrna2	True	False
Chrna3	False	True
Chrna4	True	False
Chrna5	True	False
Chrna6	True	False
Chrna7	True	False
Chrna9	True	False
Chrnb1	True	False
Chrnb2	True	False
Chrnb3	True	False
Chrnb4	True	False
Chrnd	True	False
Chrne	True	False
Chrng	True	False
Chst1	True	False
Chst10	True	False
Chst11	True	False
Chst12	True	False
Chst13	True	False
Chst14	True	False
Chst15	True	False
Chst2	True	False
Chst3	True	False
Chst4	True	False
Chst5	True	False
Chst7	True	False
Chst8	True	False
Chst9	True	False
Chsy1	True	False
Chsy3	True	False
Chtf18	True	False
Chtop	True	False
Chuk	True	False
Churc1	True	False
Ciao1	True	False
Ciao2a	True	False
Ciao2b	True	False
Ciao3	True	False
Ciapin1	True	False
Ciart	True	False
Cib1	True	False
Cib2	True	False
Cib3	True	False
Cib4	True	False
Cibar1	True	False
Cibar2	True	False
Cic	True	False
Cidea	True	False
Cideb	True	False
Cidec	True	False
Ciita	True	False
Cilk1	True	False
Cilp	True	False
Cilp2	True	False
Cinp	True	False
Cip2a	True	False
Cipc	True	False
Cir1	True	False
Cirbp	True	False
Cisd1	True	False
Cisd2	True	False
Cisd3	True	False
Cish	True	False
Cit	True	False
Cited1	True	False
Cited2	True	False
Cited4	True	False
Ciz1	True	False
Ckap2	True	False
Ckap2l	True	False
Ckap4	True	False
Ckap5	True	False
Ckb	True	False
Cklf	True	False
Ckm	True	False
Ckmt1	True	False
Ckmt2	True	False
Cks1b	True	False
Cks2	True	False
Clasp1	True	False
Clasp2	True	False
Clasrp	True	False
Clba1	True	False
Clca1	True	False
Clca2	True	False
Clca3a1	True	False
Clca3a2	True	False
Clca3b	True	False
Clca4a	True	False
Clca4b	True	False
Clcc1	True	False
Clcf1	True	False
Clcn1	True	False
Clcn2	True	False
Clcn3	True	False
Clcn4	True	False
Clcn5	True	False
Clcn6	True	False
Clcn7	True	False
Clcnka	True	False
Clcnkb	True	False
Cldn1	True	False
Cldn10	True	False
Cldn11	True	False
Cldn12	True	False
Cldn13	True	False
Cldn14	True	False
Cldn15	True	False
Cldn16	True	False
Cldn17	True	False
Cldn18	True	False
Cldn19	True	False
Cldn2	True	False
Cldn22	True	False
Cldn23	True	False
Cldn24	True	False
Cldn3	True	False
Cldn34a	True	False
Cldn34b1	True	False
Cldn34b2	True	False
Cldn34b3	True	False
Cldn34b4	True	False
Cldn34c1	True	False
Cldn34c4	True	False
Cldn34d	True	False
Cldn4	True	False
Cldn5	True	False
Cldn6	True	False
Cldn7	True	False
Cldn8	True	False
Cldn9	True	False
Cldnd1	True	False
Cldnd2	True	False
Clec10a	True	False
Clec11a	True	False
Clec12a	True	False
Clec12b	True	False
Clec14a	True	False
Clec16a	True	False
Clec18a	True	False
Clec1a	True	False
Clec1b	True	False
Clec2d	True	False
Clec2e	True	False
Clec2f	True	False
Clec2g	True	False
Clec2h	True	False
Clec2i	True	False
Clec2l	True	False
Clec3a	True	False
Clec3b	True	False
Clec4a1	True	False
Clec4a2	True	False
Clec4a3	True	False
Clec4a4	True	False
Clec4b1	True	False
Clec4b2	True	False
Clec4d	True	False
Clec4e	True	False
Clec4f	True	False
Clec4g	True	False
Clec4n	True	False
Clec5a	True	False
Clec9a	True	False
Clgn	True	False
Clhc1	True	False
Clic1	True	False
Clic3	True	False
Clic4	True	False
Clic5	True	False
Clic6	True	False
Clint1	True	False
Clip1	True	False
Clip2	True	False
Clip3	True	False
Clip4	True	False
Clk1	True	False
Clk2	True	False
Clk3	True	False
Clk4	True	False
Clmn	True	False
Clmp	True	False
Cln3	True	False
Cln5	True	False
Cln6	True	False
Cln8	True	False
Clnk	True	False
Clns1a	True	False
Clock	True	False
Clp1	True	False
Clpb	True	False
Clpp	True	False
Clps	True	False
Clpsl2	True	False
Clptm1	True	False
Clptm1l	True	False
Clpx	True	False
Clrn1	True	False
Clrn2	True	False
Clrn3	True	False
Clspn	True	False
Clstn1	True	False
Clstn2	True	False
Clstn3	True	False
Clta	True	False
Cltb	True	False
Cltc	True	False
Cltrn	True	False
Clu	True	False
Cluap1	True	False
Cluh	True	False
Clvs1	True	False
Clvs2	True	False
Clybl	True	False
Cma1	True	False
Cma2	True	False
Cmah	True	False
Cmas	True	False
Cmbl	True	False
Cmc1	True	False
Cmc2	True	False
Cmc4	True	False
Cmip	True	False
Cmklr1	True	False
Cmklr2	True	False
Cmpk1	True	False
Cmpk2	True	False
Cmtm1	True	False
Cmtm2a	True	False
Cmtm2b	True	False
Cmtm3	True	False
Cmtm4	True	False
Cmtm5	True	False
Cmtm6	True	False
Cmtm7	True	False
Cmtm8	True	False
Cmtr1	True	False
Cmtr2	True	False
Cmya5	True	False
Cnbd1	True	False
Cnbd2	True	False
Cnbp	True	False
Cndp2	True	False
Cnep1r1	True	False
Cnfn	True	False
Cnga1	True	False
Cnga2	True	False
Cnga3	True	False
Cnga4	True	False
Cngb1	True	False
Cngb3	True	False
Cnih1	True	False
Cnih2	True	False
Cnih3	True	False
Cnih4	True	False
Cnksr1	True	False
Cnksr2	True	False
Cnksr3	True	False
Cnmd	True	False
Cnn1	True	False
Cnn2	True	False
Cnn3	True	False
Cnnm1	True	False
Cnnm2	True	False
Cnnm3	True	False
Cnnm4	True	False
Cnot1	True	False
Cnot10	True	False
Cnot11	True	False
Cnot2	True	False
Cnot3	True	False
Cnot4	True	False
Cnot6	True	False
Cnot6l	True	False
Cnot7	True	False
Cnot8	True	False
Cnot9	True	False
Cnp	True	False
Cnppd1	True	False
Cnpy1	True	False
Cnpy2	True	False
Cnpy3	True	False
Cnpy4	True	False
Cnr1	True	False
Cnr2	True	False
Cnrip1	True	False
Cnst	True	False
Cntd1	True	False
Cntf	True	False
Cntfr	True	False
Cntln	True	False
Cntn1	True	False
Cntn2	True	False
Cntn3	True	False
Cntn4	True	False
Cntn5	True	False
Cntn6	True	False
Cntnap1	True	False
Cntnap2	True	False
Cntnap3	True	False
Cntnap4	True	False
Cntnap5a	True	False
Cntnap5b	True	False
Cntnap5c	True	False
Cntrl	True	False
Cntrob	True	False
Coa3	True	False
Coa4	True	False
Coa5	True	False
Coa6	True	False
Coa7	True	False
Coa8	True	False
Coasy	True	False
Cobl	True	False
Cobll1	True	False
Coch	True	False
Cog1	True	False
Cog2	True	False
Cog3	True	False
Cog4	True	False
Cog5	True	False
Cog6	True	False
Cog7	True	False
Cog8	True	False
Coil	True	False
Col10a1	True	False
Col11a1	True	False
Col11a2	True	False
Col12a1	True	False
Col13a1	True	False
Col14a1	True	False
Col15a1	True	False
Col16a1	True	False
Col17a1	True	False
Col18a1	True	False
Col19a1	True	False
Col1a1	True	False
Col1a2	True	False
Col20a1	True	False
Col22a1	True	False
Col23a1	True	False
Col24a1	True	False
Col25a1	True	False
Col26a1	True	False
Col27a1	True	False
Col28a1	True	False
Col2a1	True	False
Col3a1	True	False
Col4a1	True	False
Col4a2	True	False
Col4a3	True	False
Col4a4	True	False
Col4a5	True	False
Col4a6	True	False
Col5a1	True	False
Col5a2	True	False
Col5a3	True	False
Col6a1	True	False
Col6a2	True	False
Col6a3	True	False
Col6a4	True	False
Col6a5	True	False
Col6a6	True	False
Col7a1	True	False
Col8a1	True	False
Col8a2	True	False
Col9a1	True	False
Col9a2	True	False
Col9a3	True	False
Colec10	True	False
Colec11	True	False
Colec12	True	False
Colgalt1	True	False
Colgalt2	True	False
Colq	True	False
Commd1	True	False
Commd10	True	False
Commd2	True	False
Commd3	True	False
Commd4	True	False
Commd5	True	False
Commd6	True	False
Commd7	True	False
Commd8	True	False
Commd9	True	False
Comp	True	False
Comt	True	False
Comtd1	True	False
Cop1	True	False
Copa	True	False
Copb1	True	False
Copb2	True	False
Cope	True	False
Copg1	True	False
Copg2	True	False
Coprs	True	False
Cops2	True	False
Cops3	True	False
Cops4	True	False
Cops5	True	False
Cops6	True	False
Cops7a	True	False
Cops7b	True	False
Cops8	True	False
Cops9	True	False
Copz1	True	False
Copz2	True	False
Coq10a	True	False
Coq10b	True	False
Coq2	True	False
Coq3	True	False
Coq4	True	False
Coq5	True	False
Coq6	True	False
Coq7	True	False
Coq8a	True	False
Coq8b	True	False
Coq9	True	False
Corin	True	False
Coro1a	True	False
Coro1b	True	False
Coro1c	True	False
Coro2a	True	False
Coro2b	True	False
Coro6	True	False
Coro7	True	False
Cort	True	False
Cotl1	True	False
Cox10	True	False
Cox11	True	False
Cox14	True	False
Cox15	True	False
Cox16	True	False
Cox17	True	False
Cox18	True	False
Cox19	True	False
Cox20	True	False
Cox4i1	True	False
Cox4i2	True	False
Cox5a	False	False
Cox5b	True	False
Cox6a1	True	False
Cox6a2	True	False
Cox6b1	True	False
Cox6b2	True	False
Cox6c	True	False
Cox7a1	True	False
Cox7a2	True	False
Cox7a2l	True	False
Cox7b	True	False
Cox7b2	True	False
Cox7c	True	False
Cox8a	True	False
Cox8b	True	False
Cox8c	True	False
Cp	True	False
Cpa1	True	False
Cpa2	True	False
Cpa3	True	False
Cpa4	True	False
Cpa5	True	False
Cpa6	True	False
Cpb1	True	False
Cpb2	True	False
Cpd	True	False
Cpe	True	False
Cpeb1	True	False
Cpeb2	True	False
Cpeb3	True	False
Cpeb4	True	False
Cped1	True	False
Cphx1	True	False
Cplane1	True	False
Cplx1	True	False
Cplx2	True	False
Cplx3	True	False
Cplx4	True	False
Cpm	True	False
Cpn1	True	False
Cpn2	True	False
Cpne1	True	False
Cpne2	True	False
Cpne3	True	False
Cpne4	True	False
Cpne5	True	False
Cpne6	True	False
Cpne7	True	False
Cpne8	True	False
Cpox	True	False
Cpped1	True	False
Cpq	True	False
Cps1	True	False
Cpsf1	True	False
Cpsf2	True	False
Cpsf3	True	False
Cpsf4	True	False
Cpsf4l	True	False
Cpsf6	True	False
Cpsf7	True	False
Cpt1a	True	False
Cpt1b	True	False
Cpt1c	True	False
Cpt2	True	False
Cptp	True	False
Cpvl	True	False
Cpxcr1	True	False
Cpxm1	True	False
Cpxm2	True	False
Cpz	True	False
Cr1l	True	False
Cr2	True	False
Crabp1	True	False
Crabp2	True	False
Cracr2a	True	False
Cracr2b	True	False
Cradd	True	False
Cramp1	True	False
Crat	True	False
Crb1	True	False
Crb2	True	False
Crb3	True	False
Crbn	True	False
Crcp	True	False
Crct1	True	False
Creb1	True	False
Creb3	True	False
Creb3l1	True	False
Creb3l2	True	False
Creb3l3	True	False
Creb3l4	True	False
Creb5	True	False
Crebbp	True	False
Crebl2	True	False
Crebrf	True	False
Crebzf	True	False
Creg1	True	False
Creg2	True	False
Creld1	True	False
Creld2	True	False
Crem	True	False
Crh	True	False
Crhbp	True	False
Crhr1	True	False
Crhr2	True	False
Crim1	True	False
Crip1	True	False
Crip2	True	False
Crip3	True	False
Cript	True	False
Crisp1	True	False
Crisp2	True	False
Crisp3	True	False
Crisp4	True	False
Crispld1	True	False
Crispld2	True	False
Crk	True	False
Crlf1	True	False
Crlf2	True	False
Crlf3	True	False
Crls1	True	False
Crmp1	True	False
Crnkl1	True	False
Crnn	True	False
Crocc	True	False
Crocc2	True	False
Crot	True	False
Crp	True	False
Crppa	True	False
Crtac1	True	False
Crtam	True	False
Crtap	True	False
Crtc1	True	False
Crtc2	True	False
Crtc3	True	False
Crx	True	False
Cry1	True	False
Cry2	True	False
Cryaa	True	False
Cryab	True	False
Cryba1	True	False
Cryba2	True	False
Cryba4	True	False
Crybb1	True	False
Crybb2	True	False
Crybb3	True	False
Crybg1	True	False
Crybg2	True	False
Crybg3	True	False
Cryga	True	False
Crygb	True	False
Crygc	True	False
Crygd	True	False
Crygf	True	False
Crygn	True	False
Crygs	True	False
Cryl1	True	False
Crym	True	False
Cryz	True	False
Cryzl1	True	False
Cryzl2	True	False
Csad	True	False
Csdc2	True	False
Csde1	True	False
Cse1l	True	False
Csf1	True	False
Csf1r	True	False
Csf2	True	False
Csf2ra	True	False
Csf2rb	True	False
Csf2rb2	True	False
Csf3	True	False
Csf3r	True	False
Csgalnact1	True	False
Csgalnact2	True	False
Csk	True	False
Csl	True	False
Csmd1	True	False
Csmd2	True	False
Csmd3	True	False
Csn1s1	True	False
Csn1s2a	True	False
Csn1s2b	True	False
Csn2	True	False
Csn3	True	False
Csnk1a1	True	False
Csnk1d	True	False
Csnk1e	True	False
Csnk1g1	True	False
Csnk1g2	True	False
Csnk1g3	True	False
Csnk2a1	True	False
Csnk2a2	True	False
Csnk2b	True	False
Csnka2ip	True	False
Cspg4	True	False
Cspg4b	True	False
Cspg5	True	False
Cspp1	True	False
Csrnp1	True	False
Csrnp2	True	False
Csrnp3	True	False
Csrp1	True	False
Csrp2	True	False
Csrp3	True	False
Cst10	True	False
Cst11	True	False
Cst12	True	False
Cst13	True	False
Cst3	True	False
Cst6	True	False
Cst7	True	False
Cst8	True	False
Cst9	True	False
Csta1	True	False
Csta2	True	False
Csta3	True	False
Cstad	True	False
Cstb	True	False
Cstdc1	True	False
Cstdc2	True	False
Cstdc4	True	False
Cstdc5	True	False
Cstdc6	True	False
Cstf1	True	False
Cstf2	True	False
Cstf2t	True	False
Cstf3	True	False
Cstl1	True	False
Ctag2	True	False
Ctbp1	True	False
Ctbp2	True	False
Ctbs	True	False
Ctc1	True	False
Ctcf	True	False
Ctcfl	True	False
Ctdnep1	True	False
Ctdp1	True	False
Ctdsp1	True	False
Ctdsp2	True	False
Ctdspl	True	False
Ctdspl2	True	False
Ctf1	True	False
Ctf2	True	False
Cth	True	False
Cthrc1	True	False
Ctif	True	False
Ctla2a	True	False
Ctla2b	True	False
Ctla4	True	False
Ctnna1	True	False
Ctnna2	True	False
Ctnna3	True	False
Ctnnal1	True	False
Ctnnb1	True	False
Ctnnbip1	True	False
Ctnnbl1	True	False
Ctnnd1	True	False
Ctnnd2	True	False
Ctns	True	False
Ctps	True	False
Ctps2	True	False
Ctr9	True	False
Ctrb1	True	False
Ctrc	True	False
Ctrl	True	False
Cts3	True	False
Cts6	True	False
Cts7	True	False
Cts8	True	False
Ctsa	True	False
Ctsb	True	False
Ctsc	True	False
Ctsd	True	False
Ctse	True	False
Ctsf	True	False
Ctsg	True	False
Ctsh	True	False
Ctsj	True	False
Ctsk	True	False
Ctsl	True	False
Ctsll3	True	False
Ctsm	True	False
Ctso	True	False
Ctsq	True	False
Ctsr	True	False
Ctss	True	False
Ctsw	True	False
Ctsz	True	False
Cttn	True	False
Cttnbp2	True	False
Cttnbp2nl	True	False
Ctu1	True	False
Ctu2	True	False
Ctxn1	True	False
Ctxn2	True	False
Ctxn3	True	False
Cubn	True	False
Cuedc1	True	False
Cuedc2	True	False
Cul1	True	False
Cul2	True	False
Cul3	True	False
Cul4a	True	False
Cul4b	True	False
Cul5	True	False
Cul7	True	False
Cul9	True	False
Cuta	True	False
Cutal	True	False
Cutc	True	False
Cux1	True	False
Cux2	True	False
Cuzd1	True	False
Cwc15	True	False
Cwc22	True	False
Cwc25	True	False
Cwc27	True	False
Cwf19l1	True	False
Cwf19l2	True	False
Cwh43	True	False
Cx3cl1	True	False
Cxadr	True	False
Cxcl1	True	False
Cxcl10	True	False
Cxcl12	True	False
Cxcl13	True	False
Cxcl14	True	False
Cxcl15	True	False
Cxcl16	True	False
Cxcl17	True	False
Cxcl2	True	False
Cxcl3	True	False
Cxcl5	True	False
Cxcl9	True	False
Cxcr1	True	False
Cxcr2	True	False
Cxcr3	True	False
Cxcr4	True	False
Cxcr5	True	False
Cxcr6	True	False
Cxxc1	True	False
Cxxc4	True	False
Cxxc5	True	False
Cyb561	True	False
Cyb561a3	True	False
Cyb561d1	True	False
Cyb561d2	True	False
Cyb5a	True	False
Cyb5b	True	False
Cyb5d1	True	False
Cyb5d2	True	False
Cyb5r1	True	False
Cyb5r2	True	False
Cyb5r3	True	False
Cyb5r4	True	False
Cyb5rl	True	False
Cyba	True	False
Cybb	True	False
Cybc1	True	False
Cybrd1	True	False
Cyc1	True	False
Cycs	True	False
Cyct	True	False
Cyfip1	True	False
Cyfip2	True	False
Cygb	True	False
Cyhr1	True	False
Cylc1	True	False
Cylc2	True	False
Cyld	True	False
Cym	True	False
Cyp11a1	True	False
Cyp11b1	True	False
Cyp11b2	True	False
Cyp17a1	True	False
Cyp19a1	True	False
Cyp1a1	True	False
Cyp1a2	True	False
Cyp1b1	True	False
Cyp20a1	True	False
Cyp21a1	True	False
Cyp24a1	True	False
Cyp26a1	True	False
Cyp26b1	True	False
Cyp26c1	True	False
Cyp27a1	True	False
Cyp27b1	True	False
Cyp2a12	True	False
Cyp2a22	True	False
Cyp2a4	True	False
Cyp2a5	True	False
Cyp2ab1	True	False
Cyp2b10	True	False
Cyp2b13	True	False
Cyp2b19	True	False
Cyp2b23	True	False
Cyp2b9	True	False
Cyp2c23	True	False
Cyp2c29	True	False
Cyp2c37	True	False
Cyp2c38	True	False
Cyp2c39	True	False
Cyp2c40	True	False
Cyp2c50	True	False
Cyp2c54	True	False
Cyp2c55	True	False
Cyp2c65	True	False
Cyp2c66	True	False
Cyp2c67	True	False
Cyp2c69	True	False
Cyp2c70	True	False
Cyp2d10	True	False
Cyp2d11	True	False
Cyp2d12	True	False
Cyp2d22	True	False
Cyp2d26	True	False
Cyp2d34	True	False
Cyp2d40	True	False
Cyp2d9	True	False
Cyp2e1	True	False
Cyp2f2	True	False
Cyp2g1	True	False
Cyp2j11	True	False
Cyp2j12	True	False
Cyp2j13	True	False
Cyp2j5	True	False
Cyp2j6	True	False
Cyp2j7	True	False
Cyp2j8	True	False
Cyp2j9	True	False
Cyp2r1	True	False
Cyp2s1	True	False
Cyp2t4	True	False
Cyp2u1	True	False
Cyp2w1	True	False
Cyp39a1	True	False
Cyp3a11	True	False
Cyp3a13	True	False
Cyp3a16	True	False
Cyp3a44	True	False
Cyp3a57	True	False
Cyp3a59	True	False
Cyp46a1	True	False
Cyp4a10	True	False
Cyp4a12a	True	False
Cyp4a12b	True	False
Cyp4a14	True	False
Cyp4a29	True	False
Cyp4a30b	True	False
Cyp4a31	True	False
Cyp4a32	True	False
Cyp4b1	True	False
Cyp4f13	True	False
Cyp4f14	True	False
Cyp4f15	True	False
Cyp4f16	True	False
Cyp4f18	True	False
Cyp4f37	True	False
Cyp4f39	True	False
Cyp4f40	True	False
Cyp4v3	True	False
Cyp4x1	True	False
Cyp51	True	False
Cyp7a1	True	False
Cyp7b1	True	False
Cyp8b1	True	False
Cypt1	True	False
Cypt12	True	False
Cypt2	True	False
Cypt3	True	False
Cypt4	True	False
Cyren	True	False
Cyria	True	False
Cyrib	True	False
Cys1	True	False
Cysltr1	True	False
Cysltr2	True	False
Cysrt1	True	False
Cystm1	True	False
Cyth1	True	False
Cyth2	True	False
Cyth3	True	False
Cyth4	True	False
Cytip	True	False
Cytl1	True	False
Cyyr1	True	False
Czib	True	False
D11Wsu47e	True	False
D16Ertd472e	True	False
D17H6S53E	True	False
D1Pas1	True	False
D2hgdh	True	False
D3Ertd751e	True	False
D5Ertd579e	True	False
D6Ertd527e	True	False
D6Wsu163e	True	False
D7Ertd443e	True	False
D8Ertd738e	True	False
Daam1	True	False
Daam2	True	False
Dab1	True	False
Dab2	True	False
Dab2ip	True	False
Dach1	True	False
Dach2	True	False
Dact1	True	False
Dact2	True	False
Dact3	True	False
Dad1	True	False
Dag1	True	False
Dagla	True	False
Daglb	True	False
Dalrd3	True	False
Dand5	True	False
Dao	True	False
Dap	True	False
Dap3	True	False
Dapk1	True	False
Dapk2	True	False
Dapk3	True	False
Dapl1	True	False
Dapp1	True	False
Dars	True	False
Dars2	True	False
Daw1	True	False
Daxx	True	False
Dazap1	True	False
Dazap2	True	False
Dazl	True	False
Dbf4	True	False
Dbh	True	False
Dbi	True	False
Dbil5	True	False
Dbn1	True	False
Dbndd1	True	False
Dbndd2	True	False
Dbnl	True	False
Dbp	True	False
Dbr1	True	False
Dbt	True	False
Dbx1	True	False
Dbx2	True	False
Dcaf1	True	False
Dcaf10	True	False
Dcaf11	True	False
Dcaf12	True	False
Dcaf12l1	True	False
Dcaf12l2	True	False
Dcaf13	True	False
Dcaf15	True	False
Dcaf17	True	False
Dcaf4	True	False
Dcaf5	True	False
Dcaf6	True	False
Dcaf7	True	False
Dcaf8	True	False
Dcaf8l	True	False
Dcakd	True	False
Dcbld1	True	False
Dcbld2	True	False
Dcc	True	False
Dcdc2a	True	False
Dcdc2b	True	False
Dcdc2c	True	False
Dchs1	True	False
Dchs2	True	False
Dck	True	False
Dclk1	True	False
Dclk2	True	False
Dclk3	True	False
Dclre1a	True	False
Dclre1b	True	False
Dclre1c	True	False
Dcn	True	False
Dcp1a	True	False
Dcp1b	True	False
Dcp2	True	False
Dcpp1	True	False
Dcpp2	True	False
Dcpp3	True	False
Dcps	True	False
Dcst1	True	False
Dcst2	True	False
Dcstamp	True	False
Dct	True	False
Dctd	True	False
Dctn1	True	False
Dctn2	True	False
Dctn3	True	False
Dctn4	True	False
Dctn5	True	False
Dctn6	True	False
Dctpp1	True	False
Dcun1d1	True	False
Dcun1d2	True	False
Dcun1d3	True	False
Dcun1d4	True	False
Dcun1d5	True	False
Dcx	True	False
Dcxr	True	False
Dda1	True	False
Ddah1	True	False
Ddah2	True	False
Ddb1	True	False
Ddb2	True	False
Ddc	True	False
Ddhd1	True	False
Ddhd2	True	False
Ddi1	True	False
Ddias	True	False
Ddit3	True	False
Ddit4	True	False
Ddit4l	True	False
Ddn	True	False
Ddo	True	False
Ddost	True	False
Ddr1	True	False
Ddr2	True	False
Ddrgk1	True	False
Ddt	True	False
Ddx1	True	False
Ddx10	True	False
Ddx11	True	False
Ddx17	True	False
Ddx18	True	False
Ddx19a	True	False
Ddx19b	True	False
Ddx20	True	False
Ddx21	True	False
Ddx23	True	False
Ddx24	True	False
Ddx25	True	False
Ddx27	True	False
Ddx28	True	False
Ddx31	True	False
Ddx39a	True	False
Ddx39b	True	False
Ddx3x	False	False
Ddx3y	True	False
Ddx4	True	False
Ddx41	True	False
Ddx42	True	False
Ddx43	True	False
Ddx46	True	False
Ddx47	True	False
Ddx49	True	False
Ddx5	True	False
Ddx50	True	False
Ddx51	True	False
Ddx52	True	False
Ddx54	True	False
Ddx55	True	False
Ddx56	True	False
Ddx59	True	False
Ddx6	True	False
Ddx60	True	False
Deaf1	True	False
Decr1	True	False
Decr2	True	False
Dedd	True	False
Dedd2	True	False
Def6	True	False
Def8	True	False
Defa21	True	False
Defa26	True	False
Defa28	True	False
Defa35	True	False
Defa39	True	False
Defb1	True	False
Defb10	True	False
Defb11	True	False
Defb12	True	False
Defb13	True	False
Defb14	True	False
Defb15	True	False
Defb18	True	False
Defb19	True	False
Defb2	True	False
Defb20	True	False
Defb21	True	False
Defb22	True	False
Defb23	True	False
Defb25	True	False
Defb26	True	False
Defb28	True	False
Defb29	True	False
Defb3	True	False
Defb30	True	False
Defb33	True	False
Defb35	True	False
Defb36	True	False
Defb37	True	False
Defb38	True	False
Defb39	True	False
Defb4	True	False
Defb40	True	False
Defb41	True	False
Defb42	True	False
Defb43	True	False
Defb45	True	False
Defb46	True	False
Defb47	True	False
Defb48	True	False
Defb5	True	False
Defb50	True	False
Defb6	True	False
Defb7	True	False
Defb8	True	False
Defb9	True	False
Degs1	True	False
Degs2	True	False
Dek	True	False
Dele1	True	False
Dennd10	True	False
Dennd1a	True	False
Dennd1b	True	False
Dennd1c	True	False
Dennd2a	True	False
Dennd2b	True	False
Dennd2c	True	False
Dennd2d	True	False
Dennd3	True	False
Dennd4a	True	False
Dennd4b	True	False
Dennd4c	True	False
Dennd5a	True	False
Dennd5b	True	False
Dennd6a	True	False
Dennd6b	True	False
Denr	True	False
Depdc1a	True	False
Depdc1b	True	False
Depdc5	True	False
Depdc7	True	False
Depp1	True	False
Deptor	True	False
Dera	True	False
Derl1	True	False
Derl2	True	False
Derl3	True	False
Des	True	False
Desi1	True	False
Desi2	True	False
Det1	True	False
Deup1	True	False
Dexi	True	False
Dffa	True	False
Dffb	True	False
Dgat1	True	False
Dgat2	True	False
Dgat2l6	True	False
Dgcr2	True	False
Dgcr6	True	False
Dgcr8	True	False
Dgka	True	False
Dgkb	True	False
Dgkd	True	False
Dgke	True	False
Dgkg	True	False
Dgkh	True	False
Dgki	True	False
Dgkk	True	False
Dgkq	True	False
Dgkz	True	False
Dglucy	True	False
Dguok	True	False
Dhcr24	True	False
Dhcr7	True	False
Dhdds	True	False
Dhdh	True	False
Dhfr	True	False
Dhh	True	False
Dhodh	True	False
Dhps	True	False
Dhrs1	True	False
Dhrs11	True	False
Dhrs13	True	False
Dhrs2	True	False
Dhrs3	True	False
Dhrs4	True	False
Dhrs7	True	False
Dhrs7b	True	False
Dhrs7c	True	False
Dhrs9	True	False
Dhtkd1	True	False
Dhx15	True	False
Dhx16	True	False
Dhx29	True	False
Dhx30	True	False
Dhx32	True	False
Dhx33	True	False
Dhx34	True	False
Dhx35	True	False
Dhx36	True	False
Dhx37	True	False
Dhx38	True	False
Dhx40	True	False
Dhx57	True	False
Dhx58	True	False
Dhx8	True	False
Dhx9	True	False
Diaph1	True	False
Diaph2	True	False
Diaph3	True	False
Dicer1	True	False
Dido1	True	False
Dimt1	True	False
Dio1	True	False
Dio2	True	False
Dio3	True	False
Dip2a	True	False
Dip2b	True	False
Dip2c	True	False
Dipk1a	True	False
Dipk1b	True	False
Dipk1c	True	False
Dipk2a	True	False
Dipk2b	True	False
Diras1	True	False
Diras2	True	False
Dis3	True	False
Dis3l	True	False
Dis3l2	True	False
Disc1	True	False
Disp1	True	False
Disp2	True	False
Disp3	True	False
Dixdc1	True	False
Dkc1	True	False
Dkk1	True	False
Dkk2	True	False
Dkk3	True	False
Dkk4	True	False
Dkkl1	True	False
Dlat	True	False
Dlc1	True	False
Dld	True	False
Dlec1	True	False
Dleu7	True	False
Dlg1	False	True
Dlg2	True	False
Dlg3	False	True
Dlg4	False	True
Dlg5	True	False
Dlgap1	True	False
Dlgap2	True	False
Dlgap3	True	False
Dlgap4	True	False
Dlgap5	True	False
Dlk1	True	False
Dlk2	True	False
Dll1	True	False
Dll3	True	False
Dll4	True	False
Dlst	True	False
Dlx1	True	False
Dlx2	True	False
Dlx3	True	False
Dlx4	True	False
Dlx5	True	False
Dlx6	True	False
Dmac1	True	False
Dmac2	True	False
Dmac2l	True	False
Dmap1	True	False
Dmbt1	True	False
Dmbx1	True	False
Dmc1	True	False
Dmd	True	False
Dmgdh	True	False
Dmkn	True	False
Dmp1	True	False
Dmpk	True	False
Dmrt1	True	False
Dmrt2	True	False
Dmrt3	True	False
Dmrta1	True	False
Dmrta2	True	False
Dmrtb1	True	False
Dmrtc1a	True	False
Dmrtc1b	True	False
Dmrtc2	True	False
Dmtf1	True	False
Dmtn	True	False
Dmwd	True	False
Dmxl1	True	False
Dmxl2	True	False
Dna2	True	False
Dnaaf1	True	False
Dnaaf10	True	False
Dnaaf11	True	False
Dnaaf2	True	False
Dnaaf3	True	False
Dnaaf4	True	False
Dnaaf5	True	False
Dnaaf6	True	False
Dnaaf6b	True	False
Dnah1	True	False
Dnah10	True	False
Dnah11	True	False
Dnah12	True	False
Dnah14	True	False
Dnah17	True	False
