pathway	NGenes	Correlation	Direction	PValue	FDR	model	setting
R-HSA-977443	11	0.01	Down	0.00149179595965019	0.0111819836279866	primary	fixed_0.01
R-HSA-71403	24	0.01	Down	0.00167102732123255	0.0124174616457108	primary	fixed_0.01
R-HSA-2980766	26	0.01	Up	0.00183113124896219	0.0133674361255318	primary	fixed_0.01
R-HSA-194441	28	0.01	Up	0.00184538851384952	0.0133674361255318	primary	fixed_0.01
R-HSA-191859	28	0.01	Up	0.00184538851384952	0.0133674361255318	primary	fixed_0.01
R-HSA-1169410	114	0.01	Up	0.00191838270857745	0.0137803824566147	primary	fixed_0.01
R-HSA-73857	251	0.01	Up	0.00209614494844264	0.0149328673186575	primary	fixed_0.01
R-HSA-913531	128	0.01	Up	0.00215179494821981	0.0152036659456187	primary	fixed_0.01
R-HSA-8949215	16	0.01	Down	0.00218766376637265	0.015331432248888	primary	fixed_0.01
R-HSA-2559583	25	0.01	Up	0.00227182304071416	0.0157928343636743	primary	fixed_0.01
R-HSA-9836573	15	0.01	Down	0.00232626266934839	0.0159563385433889	primary	fixed_0.01
R-HSA-1483206	32	0.01	Down	0.00233236503070418	0.0159563385433889	primary	fixed_0.01
R-HSA-3781865	28	0.01	Down	0.00238873126853268	0.0162132783738202	primary	fixed_0.01
R-HSA-210991	10	0.01	Down	0.00255871792994487	0.0172313660594725	primary	fixed_0.01
R-HSA-381340	13	0.01	Up	0.00284914906085654	0.0189104221423094	primary	fixed_0.01
R-HSA-9013422	15	0.01	Up	0.00285191981264527	0.0189104221423094	primary	fixed_0.01
R-HSA-6790901	38	0.01	Up	0.00287850545477395	0.0189222226854583	primary	fixed_0.01
R-HSA-3371453	42	0.01	Up	0.00289760254580104	0.0189222226854583	primary	fixed_0.01
R-HSA-1221632	14	0.01	Up	0.00305079326946472	0.0197728105133729	primary	fixed_0.01
R-HSA-8957275	34	0.01	Down	0.00340348058787318	0.0218940318413931	primary	fixed_0.01
R-HSA-70171	40	0.01	Up	0.00348816309182027	0.0222725672974005	primary	fixed_0.01
R-HSA-5693565	20	0.01	Up	0.0035351156363943	0.0224063946953815	primary	fixed_0.01
R-HSA-112310	18	0.01	Down	0.00379102199935312	0.023753141983954	primary	fixed_0.01
R-HSA-9824446	495	0.01	Up	0.00380270718536618	0.023753141983954	primary	fixed_0.01
R-HSA-3371556	54	0.01	Up	0.00386606026358361	0.0239751363108566	primary	fixed_0.01
R-HSA-8949664	11	0.01	Down	0.00396299321978839	0.0243412579465732	primary	fixed_0.01
R-HSA-418594	44	0.01	Down	0.00398157467571557	0.0243412579465732	primary	fixed_0.01
R-HSA-176033	23	0.01	Up	0.00409485463104637	0.0247166408576652	primary	fixed_0.01
R-HSA-9706574	25	0.01	Up	0.00410032441142241	0.0247166408576652	primary	fixed_0.01
R-HSA-9764560	14	0.01	Up	0.00430045077644964	0.0257429761756916	primary	fixed_0.01
R-HSA-174824	22	0.01	Down	0.00466751912933527	0.0276762768642883	primary	fixed_0.01
R-HSA-9857377	12	0.01	Down	0.00468762926007667	0.0276762768642883	primary	fixed_0.01
R-HSA-73884	16	0.01	Up	0.00478205657615698	0.0280417195146076	primary	fixed_0.01
R-HSA-5668914	69	0.01	Down	0.00488881717645215	0.0284686228495845	primary	fixed_0.01
R-HSA-164938	11	0.01	Down	0.00492091044615788	0.0284686228495845	primary	fixed_0.01
R-HSA-373760	64	0.01	Down	0.00509883451209865	0.0293013023295269	primary	fixed_0.01
R-HSA-381426	35	0.01	Down	0.00516072500149501	0.0294605625913159	primary	fixed_0.01
R-HSA-556833	206	0.01	Down	0.00522126657218142	0.0296100775343446	primary	fixed_0.01
R-HSA-9772755	11	0.01	Up	0.00533384742369137	0.0300508266615814	primary	fixed_0.01
R-HSA-390471	18	0.01	Up	0.00544614213038699	0.0303726073677507	primary	fixed_0.01
R-HSA-75067	17	0.01	Up	0.00549666676260918	0.0303726073677507	primary	fixed_0.01
R-HSA-73856	17	0.01	Up	0.00549666676260918	0.0303726073677507	primary	fixed_0.01
R-HSA-388396	78	0.01	Down	0.00555203493221937	0.0304831472074719	primary	fixed_0.01
R-HSA-418555	20	0.01	Down	0.00558842249323241	0.0304887353744705	primary	fixed_0.01
R-HSA-372790	80	0.01	Down	0.00562571175346881	0.030499141707485	primary	fixed_0.01
R-HSA-9018519	32	0.01	Up	0.00567187897597339	0.0305572479830567	primary	fixed_0.01
R-HSA-73864	18	0.01	Up	0.00601913776467236	0.0321659398951794	primary	fixed_0.01
R-HSA-70895	20	0.01	Down	0.00604510703366481	0.0321659398951794	primary	fixed_0.01
R-HSA-9931295	10	0.01	Down	0.00610894361365258	0.0323061926071689	primary	fixed_0.01
R-HSA-3000170	11	0.01	Down	0.0064132393675377	0.0335249319286404	primary	fixed_0.01
R-HSA-5693538	27	0.01	Up	0.00641718534596945	0.0335249319286404	primary	fixed_0.01
R-HSA-418346	17	0.01	Down	0.00666892739601531	0.0346302133455735	primary	fixed_0.01
R-HSA-429914	27	0.01	Up	0.00673162313545778	0.0347464619327222	primary	fixed_0.01
R-HSA-6785470	11	0.01	Down	0.00701228722038729	0.0359797118093681	primary	fixed_0.01
R-HSA-1222556	10	0.01	Down	0.00744535291958251	0.0377972027103202	primary	fixed_0.01
R-HSA-416993	13	0.01	Down	0.007454204710852	0.0377972027103202	primary	fixed_0.01
R-HSA-399721	20	0.01	Down	0.00755024179176038	0.0378390024680084	primary	fixed_0.01
R-HSA-399719	20	0.01	Down	0.00755024179176038	0.0378390024680084	primary	fixed_0.01
R-HSA-5250913	21	0.01	Up	0.00797783060181617	0.0396024588657369	primary	fixed_0.01
R-HSA-5633007	40	0.01	Up	0.00799399981744572	0.0396024588657369	primary	fixed_0.01
R-HSA-6806667	10	0.01	Down	0.00806825393784092	0.0397419136823935	primary	fixed_0.01
R-HSA-68875	37	0.01	Up	0.00829362256096068	0.0406199014065233	primary	fixed_0.01
R-HSA-73933	14	0.01	Up	0.00848285515839513	0.0410995580376038	primary	fixed_0.01
R-HSA-9865881	18	0.01	Down	0.00848691569686019	0.0410995580376038	primary	fixed_0.01
R-HSA-5663213	20	0.01	Down	0.00857440489386698	0.0412912682598511	primary	fixed_0.01
R-HSA-9660821	13	0.01	Down	0.00875787107915813	0.0418345009716588	primary	fixed_0.01
R-HSA-163685	34	0.01	Down	0.00881687450824625	0.0418345009716588	primary	fixed_0.01
R-HSA-456926	12	0.01	Down	0.00883280646965418	0.0418345009716588	primary	fixed_0.01
R-HSA-73762	15	0.01	Up	0.00999956805786758	0.0471017905239446	primary	fixed_0.01
R-HSA-168928	13	0.01	Up	0.0102425032871026	0.0479839012689264	primary	fixed_0.01
R-HSA-5693571	15	0.01	Up	0.0108776999971053	0.0506842021486743	primary	fixed_0.01
R-HSA-8943724	19	0.01	Up	0.0109903419246789	0.0509337351563076	primary	fixed_0.01
R-HSA-72306	50	0.01	Up	0.0110918696122312	0.0511293668756327	primary	fixed_0.01
R-HSA-6803529	18	0.01	Up	0.0113919865515188	0.05205796627185	primary	fixed_0.01
R-HSA-437239	28	0.01	Down	0.0114141016535727	0.05205796627185	primary	fixed_0.01
R-HSA-9658195	49	0.01	Down	0.0118665865707557	0.0535549613821541	primary	fixed_0.01
R-HSA-9824443	49	0.01	Down	0.0118665865707557	0.0535549613821541	primary	fixed_0.01
R-HSA-389957	24	0.01	Up	0.0119641449159223	0.0536811708456421	primary	fixed_0.01
R-HSA-196854	53	0.01	Down	0.0120345666575139	0.0536811708456421	primary	fixed_0.01
R-HSA-6781827	35	0.01	Up	0.0122227260813564	0.0536811708456421	primary	fixed_0.01
R-HSA-9938027	98	0.01	Up	0.0122568872181474	0.0536811708456421	primary	fixed_0.01
R-HSA-9938026	98	0.01	Up	0.0122568872181474	0.0536811708456421	primary	fixed_0.01
R-HSA-9917777	21	0.01	Up	0.0122682026178556	0.0536811708456421	primary	fixed_0.01
R-HSA-8868773	129	0.01	Up	0.0128483286351236	0.0559356529468513	primary	fixed_0.01
R-HSA-114604	11	0.01	Down	0.0132127277344541	0.0572330216437159	primary	fixed_0.01
R-HSA-73886	30	0.01	Up	0.0134953667834775	0.058165030836788	primary	fixed_0.01
R-HSA-9705683	87	0.01	Up	0.01393487674162	0.0597605161755046	primary	fixed_0.01
R-HSA-6791226	123	0.01	Up	0.0142232217747294	0.0606951345040433	primary	fixed_0.01
R-HSA-1640170	217	0.01	Up	0.0143671695445458	0.0610073898886623	primary	fixed_0.01
R-HSA-9764725	12	0.01	Up	0.0145246214915302	0.0611231965719602	primary	fixed_0.01
R-HSA-5218859	15	0.01	Up	0.0145913250791972	0.0611231965719602	primary	fixed_0.01
R-HSA-6794362	26	0.01	Down	0.0146499055003816	0.0611231965719602	primary	fixed_0.01
R-HSA-4086398	13	0.01	Down	0.0146931210707165	0.0611231965719602	primary	fixed_0.01
R-HSA-3000171	16	0.01	Down	0.0147489847876656	0.0611231965719602	primary	fixed_0.01
R-HSA-9609690	41	0.01	Up	0.0150504854332006	0.0620742509254492	primary	fixed_0.01
R-HSA-9918432	38	0.01	Down	0.0153501910876419	0.0623639788259271	primary	fixed_0.01
R-HSA-9662851	18	0.01	Down	0.0153945543251899	0.0623639788259271	primary	fixed_0.01
R-HSA-9664433	18	0.01	Down	0.0153945543251899	0.0623639788259271	primary	fixed_0.01
R-HSA-164952	15	0.01	Down	0.0154101246982859	0.0623639788259271	primary	fixed_0.01
R-HSA-162594	11	0.01	Up	0.0155445045313599	0.0626138453552906	primary	fixed_0.01
R-HSA-201722	12	0.01	Up	0.0164124070849631	0.0658023018941309	primary	fixed_0.01
R-HSA-397014	42	0.01	Down	0.0169184956583666	0.0672517933248476	primary	fixed_0.01
R-HSA-212436	221	0.01	Up	0.0169629485335134	0.0672517933248476	primary	fixed_0.01
R-HSA-191273	17	0.01	Down	0.0170079941355183	0.0672517933248476	primary	fixed_0.01
R-HSA-9943411	27	0.01	Up	0.017401737131965	0.0684945087112047	primary	fixed_0.01
R-HSA-9692916	10	0.01	Up	0.017585353145869	0.0689026109624505	primary	fixed_0.01
R-HSA-9772573	25	0.01	Down	0.0183378586854994	0.0712037575986508	primary	fixed_0.01
R-HSA-9694635	25	0.01	Down	0.0183378586854994	0.0712037575986508	primary	fixed_0.01
R-HSA-2173782	17	0.01	Down	0.0186207060466724	0.0719777964674062	primary	fixed_0.01
R-HSA-212676	11	0.01	Down	0.0194714115858002	0.0743205953071941	primary	fixed_0.01
R-HSA-2682334	41	0.01	Down	0.0194876986279672	0.0743205953071941	primary	fixed_0.01
R-HSA-72662	55	0.01	Up	0.0195716648894815	0.0743205953071941	primary	fixed_0.01
R-HSA-72649	55	0.01	Up	0.0195716648894815	0.0743205953071941	primary	fixed_0.01
R-HSA-1660662	19	0.01	Down	0.0200054509467267	0.075634643491572	primary	fixed_0.01
R-HSA-9675135	11	0.01	Up	0.0203107495675348	0.0764535638743013	primary	fixed_0.01
R-HSA-68877	73	0.01	Up	0.0207317630630354	0.0776990424362457	primary	fixed_0.01
R-HSA-1650814	10	0.01	Down	0.0210530629541471	0.0785616461752158	primary	fixed_0.01
R-HSA-375165	17	0.01	Down	0.0211566596346718	0.0786079336426168	primary	fixed_0.01
R-HSA-9609646	48	0.01	Up	0.0218898787309987	0.0809831565069564	primary	fixed_0.01
R-HSA-9009391	20	0.01	Down	0.0223137184729834	0.0821983988192808	primary	fixed_0.01
R-HSA-72702	55	0.01	Up	0.022540119889128	0.0826790780613971	primary	fixed_0.01
R-HSA-8964038	11	0.01	Down	0.0229214850062843	0.0837216952348181	primary	fixed_0.01
R-HSA-3858494	61	0.01	Down	0.0241219642176585	0.0877154176760212	primary	fixed_0.01
R-HSA-9930044	11	0.01	Up	0.0242184099847947	0.0877154176760212	primary	fixed_0.01
R-HSA-3928665	17	0.01	Down	0.0245383743252919	0.0885024212067012	primary	fixed_0.01
R-HSA-1834949	18	0.01	Up	0.0253788643568753	0.0911524211484439	primary	fixed_0.01
R-HSA-5693532	74	0.01	Up	0.0258740911382521	0.0925455044032088	primary	fixed_0.01
R-HSA-5693567	24	0.01	Up	0.0265144217817949	0.0944439321318478	primary	fixed_0.01
R-HSA-9709957	44	0.01	Down	0.0270144544018117	0.0958290522401717	primary	fixed_0.01
R-HSA-141444	35	0.01	Up	0.0274447630365054	0.0963364898105381	primary	fixed_0.01
R-HSA-141424	35	0.01	Up	0.0274447630365054	0.0963364898105381	primary	fixed_0.01
R-HSA-9909649	10	0.01	Up	0.0274927801547475	0.0963364898105381	primary	fixed_0.01
R-HSA-70326	43	0.01	Up	0.0277960778613105	0.0970049356941282	primary	fixed_0.01
R-HSA-9033241	20	0.01	Down	0.0279374767426734	0.0971052619039698	primary	fixed_0.01
R-HSA-9013418	19	0.01	Up	0.0282310864639632	0.0977317129796638	primary	fixed_0.01
R-HSA-9013423	29	0.01	Down	0.0283918890020904	0.0978952332792078	primary	fixed_0.01
R-HSA-111885	33	0.01	Down	0.029227003269645	0.100373214416072	primary	fixed_0.01
R-HSA-888590	10	0.01	Down	0.0295205231951596	0.100978932516776	primary	fixed_0.01
R-HSA-6794361	18	0.01	Down	0.0303895207542193	0.102733158571806	primary	fixed_0.01
R-HSA-3928662	21	0.01	Down	0.0305099528024619	0.102733158571806	primary	fixed_0.01
R-HSA-72737	103	0.01	Up	0.0305100795758496	0.102733158571806	primary	fixed_0.01
R-HSA-72613	103	0.01	Up	0.0305100795758496	0.102733158571806	primary	fixed_0.01
R-HSA-69278	175	0.01	Up	0.0314834812194302	0.105598291093964	primary	fixed_0.01
R-HSA-3781860	12	0.01	Down	0.0318483182517671	0.106407947027222	primary	fixed_0.01
R-HSA-432722	33	0.01	Down	0.031996871284577	0.106491517557164	primary	fixed_0.01
R-HSA-389958	25	0.01	Up	0.0323499334424697	0.107047489174724	primary	fixed_0.01
R-HSA-8878171	65	0.01	Up	0.0324122908058039	0.107047489174724	primary	fixed_0.01
R-HSA-2500257	51	0.01	Up	0.0329894834591965	0.10843129218281	primary	fixed_0.01
R-HSA-5213460	10	0.01	Up	0.0332086556105124	0.10843129218281	primary	fixed_0.01
R-HSA-5675482	10	0.01	Up	0.0332086556105124	0.10843129218281	primary	fixed_0.01
R-HSA-428157	30	0.01	Down	0.0333943446456701	0.108626132394595	primary	fixed_0.01
R-HSA-69618	37	0.01	Up	0.0343845085139492	0.111327773004669	primary	fixed_0.01
R-HSA-74752	25	0.01	Down	0.0344831965107271	0.111327773004669	primary	fixed_0.01
R-HSA-5250941	15	0.01	Up	0.0368189980233372	0.117985041992999	primary	fixed_0.01
R-HSA-427413	15	0.01	Up	0.0368189980233372	0.117985041992999	primary	fixed_0.01
R-HSA-9856530	20	0.01	Down	0.0376063845650597	0.120061864796598	primary	fixed_0.01
R-HSA-9864848	22	0.01	Down	0.0381647576418528	0.120484229627745	primary	fixed_0.01
R-HSA-9664422	28	0.01	Down	0.0383233481518755	0.120484229627745	primary	fixed_0.01
R-HSA-9664417	28	0.01	Down	0.0383233481518755	0.120484229627745	primary	fixed_0.01
R-HSA-9664407	28	0.01	Down	0.0383233481518755	0.120484229627745	primary	fixed_0.01
R-HSA-72706	101	0.01	Up	0.038437544254791	0.120484229627745	primary	fixed_0.01
R-HSA-77387	16	0.01	Down	0.0388637744294629	0.121378889703612	primary	fixed_0.01
R-HSA-8978868	61	0.01	Down	0.0420118217520336	0.130737149278892	primary	fixed_0.01
R-HSA-446203	137	0.01	Down	0.0426586642569093	0.132272548882935	primary	fixed_0.01
R-HSA-156827	100	0.01	Up	0.0430615298410784	0.133043149544837	primary	fixed_0.01
R-HSA-1474228	20	0.01	Down	0.0454616742221872	0.139494172096506	primary	fixed_0.01
R-HSA-9833110	13	0.01	Up	0.0454731581892322	0.139494172096506	primary	fixed_0.01
R-HSA-68886	148	0.01	Up	0.0463707628701953	0.141245348841488	primary	fixed_0.01
R-HSA-2187338	15	0.01	Down	0.0463717328563123	0.141245348841488	primary	fixed_0.01
R-HSA-6781823	26	0.01	Up	0.0469404513790769	0.142474186932269	primary	fixed_0.01
R-HSA-379726	13	0.01	Down	0.0483195060752682	0.146145313111864	primary	fixed_0.01
R-HSA-446193	24	0.01	Down	0.0498720183768513	0.150313565877083	primary	fixed_0.01
R-HSA-5693607	20	0.01	Up	0.0513247554381791	0.154074969448655	primary	fixed_0.01
R-HSA-9855142	30	0.01	Down	0.0514774839921261	0.154074969448655	primary	fixed_0.01
R-HSA-1474290	15	0.01	Down	0.0517305075295499	0.1542965311089	primary	fixed_0.01
R-HSA-3000178	13	0.01	Down	0.0527107208169246	0.156678073600652	primary	fixed_0.01
R-HSA-1483249	29	0.01	Up	0.0533098327483989	0.157914349928247	primary	fixed_0.01
R-HSA-5653656	279	0.01	Down	0.0535302321210984	0.158024178384886	primary	fixed_0.01
R-HSA-500792	14	0.01	Down	0.0555747693369475	0.163499833339416	primary	fixed_0.01
R-HSA-9854311	12	0.01	Down	0.0561957924284922	0.16476453426313	primary	fixed_0.01
R-HSA-6807505	21	0.01	Up	0.0567198224623099	0.165737243940716	primary	fixed_0.01
R-HSA-190236	30	0.01	Up	0.0579597124837018	0.16758140676731	primary	fixed_0.01
R-HSA-2173788	11	0.01	Up	0.0580886420362054	0.16758140676731	primary	fixed_0.01
R-HSA-6804758	14	0.01	Up	0.0582732974062547	0.16758140676731	primary	fixed_0.01
R-HSA-68882	108	0.01	Up	0.0583229953946555	0.16758140676731	primary	fixed_0.01
R-HSA-2555396	108	0.01	Up	0.0583229953946555	0.16758140676731	primary	fixed_0.01
R-HSA-5654738	29	0.01	Up	0.0597144983446855	0.17066294446714	primary	fixed_0.01
R-HSA-1280215	236	0.01	Up	0.0597914260198099	0.17066294446714	primary	fixed_0.01
R-HSA-199418	22	0.01	Down	0.0615225078482959	0.175024428268089	primary	fixed_0.01
R-HSA-180786	17	0.01	Up	0.0623073683094083	0.176674182508914	primary	fixed_0.01
R-HSA-72695	48	0.01	Up	0.0634360069823568	0.17928471481571	primary	fixed_0.01
R-HSA-194138	44	0.01	Down	0.063911861586073	0.179805082495945	primary	fixed_0.01
R-HSA-9662360	25	0.01	Down	0.0642230568472786	0.179805082495945	primary	fixed_0.01
R-HSA-674695	28	0.01	Up	0.064245899546115	0.179805082495945	primary	fixed_0.01
R-HSA-9860931	27	0.01	Down	0.0648598180216016	0.180935803024662	primary	fixed_0.01
R-HSA-8856825	45	0.01	Down	0.0652593808782431	0.181463181667889	primary	fixed_0.01
R-HSA-450531	53	0.01	Up	0.0662135880768067	0.183524478849541	primary	fixed_0.01
R-HSA-110373	11	0.01	Up	0.0674369367879426	0.186161649974704	primary	fixed_0.01
R-HSA-442755	39	0.01	Down	0.0677722947637757	0.186161649974704	primary	fixed_0.01
R-HSA-1483255	21	0.01	Down	0.067949452678334	0.186161649974704	primary	fixed_0.01
R-HSA-9609507	68	0.01	Down	0.0680289092134941	0.186161649974704	primary	fixed_0.01
R-HSA-1630316	23	0.01	Down	0.0683079200381247	0.186333629977416	primary	fixed_0.01
R-HSA-6782210	26	0.01	Up	0.0685816206858419	0.186490085271911	primary	fixed_0.01
R-HSA-8856828	75	0.01	Down	0.0694684364749023	0.18830752277159	primary	fixed_0.01
R-HSA-9707564	24	0.01	Down	0.0706123213465715	0.190808216303275	primary	fixed_0.01
R-HSA-1268020	34	0.01	Down	0.0711465468897693	0.19132254697761	primary	fixed_0.01
R-HSA-5685942	10	0.01	Up	0.0712465633176482	0.19132254697761	primary	fixed_0.01
R-HSA-429947	11	0.01	Up	0.0726492623503373	0.194483429024816	primary	fixed_0.01
R-HSA-9833482	29	0.01	Up	0.0729744106776196	0.194749046452347	primary	fixed_0.01
R-HSA-5674135	15	0.01	Down	0.0739520780986016	0.19614366560306	primary	fixed_0.01
R-HSA-6802948	15	0.01	Down	0.0739520780986016	0.19614366560306	primary	fixed_0.01
R-HSA-9816359	22	0.01	Up	0.074372391700372	0.196653379281352	primary	fixed_0.01
R-HSA-157858	19	0.01	Down	0.0763435436770539	0.201248118194558	primary	fixed_0.01
R-HSA-9912633	16	0.01	Down	0.0769098440790124	0.202122821939356	primary	fixed_0.01
R-HSA-1500931	109	0.01	Down	0.0789556721553297	0.206868660783873	primary	fixed_0.01
R-HSA-5688426	84	0.01	Up	0.079683069066796	0.207186855779874	primary	fixed_0.01
R-HSA-9820841	19	0.01	Up	0.0797908175364391	0.207186855779874	primary	fixed_0.01
R-HSA-168255	121	0.01	Up	0.0797981857528054	0.207186855779874	primary	fixed_0.01
R-HSA-2995410	43	0.01	Up	0.0801112346082705	0.207375027724712	primary	fixed_0.01
R-HSA-168273	108	0.01	Up	0.0807513479306674	0.20823387422044	primary	fixed_0.01
R-HSA-9659379	26	0.01	Down	0.080926157614672	0.20823387422044	primary	fixed_0.01
R-HSA-6791312	10	0.01	Up	0.0819248489314278	0.210176249341937	primary	fixed_0.01
R-HSA-5696400	12	0.01	Up	0.083500992832963	0.213584141905086	primary	fixed_0.01
R-HSA-9840310	15	0.01	Down	0.0841735072400375	0.214667346866604	primary	fixed_0.01
R-HSA-112382	26	0.01	Up	0.0851202316281788	0.215804822539677	primary	fixed_0.01
R-HSA-75955	26	0.01	Up	0.0851202316281788	0.215804822539677	primary	fixed_0.01
R-HSA-6811558	20	0.01	Down	0.0859931747242398	0.217378641091773	primary	fixed_0.01
R-HSA-6782135	25	0.01	Up	0.0872330073277152	0.219867989229504	primary	fixed_0.01
R-HSA-9619483	12	0.01	Down	0.0887263993456636	0.222980047335166	primary	fixed_0.01
R-HSA-901042	12	0.01	Down	0.0896498888062245	0.224125449945461	primary	fixed_0.01
R-HSA-9909615	57	0.01	Down	0.0897716990032314	0.224125449945461	primary	fixed_0.01
R-HSA-166166	23	0.01	Up	0.090222193887558	0.224125449945461	primary	fixed_0.01
R-HSA-937061	23	0.01	Up	0.090222193887558	0.224125449945461	primary	fixed_0.01
R-HSA-8964043	15	0.01	Down	0.0913917176462399	0.226378335089249	primary	fixed_0.01
R-HSA-416476	22	0.01	Down	0.0918375124436074	0.226830761393666	primary	fixed_0.01
R-HSA-199991	265	0.01	Down	0.0937577323189982	0.229695727684518	primary	fixed_0.01
R-HSA-9656223	17	0.01	Down	0.093794349234367	0.229695727684518	primary	fixed_0.01
R-HSA-5626467	15	0.01	Down	0.0937968632772044	0.229695727684518	primary	fixed_0.01
R-HSA-112040	22	0.01	Down	0.0977613187151565	0.238725939752025	primary	fixed_0.01
R-HSA-9865118	11	0.01	Down	0.0994488968605297	0.242160873146262	primary	fixed_0.01
R-HSA-196849	36	0.01	Down	0.10306816102869	0.250266914948538	primary	fixed_0.01
R-HSA-445144	15	0.01	Down	0.104240071140204	0.25240152056982	primary	fixed_0.01
R-HSA-72312	142	0.01	Up	0.105173727606041	0.253906329091506	primary	fixed_0.01
R-HSA-162906	117	0.01	Up	0.105450656397632	0.253906329091506	primary	fixed_0.01
R-HSA-2029480	36	0.01	Down	0.10585432316037	0.254168319120442	primary	fixed_0.01
R-HSA-4420097	43	0.01	Down	0.106641979716093	0.255348295875756	primary	fixed_0.01
R-HSA-3700989	108	0.01	Up	0.106991263124439	0.255474982862234	primary	fixed_0.01
R-HSA-70268	26	0.01	Down	0.11028714293858	0.262617450864795	primary	fixed_0.01
R-HSA-4086400	49	0.01	Down	0.111363872739154	0.264450849314465	primary	fixed_0.01
R-HSA-8876198	33	0.01	Down	0.112113490134153	0.265499528834176	primary	fixed_0.01
R-HSA-72165	35	0.01	Up	0.113544304715672	0.267607764195268	primary	fixed_0.01
R-HSA-6811436	38	0.01	Down	0.11362464233813	0.267607764195268	primary	fixed_0.01
R-HSA-6782315	10	0.01	Up	0.114315740488358	0.268501820983554	primary	fixed_0.01
R-HSA-9629569	10	0.01	Up	0.116389503008833	0.272629759765255	primary	fixed_0.01
R-HSA-2559580	15	0.01	Up	0.117196379599116	0.273775824429371	primary	fixed_0.01
R-HSA-168164	22	0.01	Up	0.11753742721257	0.273830438533069	primary	fixed_0.01
R-HSA-190828	18	0.01	Down	0.122249164387529	0.284039837471834	primary	fixed_0.01
R-HSA-8875878	13	0.01	Down	0.122873979486906	0.284639792145298	primary	fixed_0.01
R-HSA-445095	11	0.01	Down	0.123167798689323	0.284639792145298	primary	fixed_0.01
R-HSA-446728	101	0.01	Down	0.124342571420928	0.286586354451445	primary	fixed_0.01
R-HSA-6802955	18	0.01	Down	0.127505935263905	0.290767503167953	primary	fixed_0.01
R-HSA-6802949	18	0.01	Down	0.127505935263905	0.290767503167953	primary	fixed_0.01
R-HSA-6802946	18	0.01	Down	0.127505935263905	0.290767503167953	primary	fixed_0.01
R-HSA-9649948	18	0.01	Down	0.127505935263905	0.290767503167953	primary	fixed_0.01
R-HSA-3769402	11	0.01	Up	0.130050137444051	0.295786856139241	primary	fixed_0.01
R-HSA-75153	20	0.01	Up	0.132152650522157	0.299777854605524	primary	fixed_0.01
R-HSA-917937	23	0.01	Down	0.132671591425711	0.300165122858169	primary	fixed_0.01
R-HSA-9860927	11	0.01	Down	0.133989402610777	0.301724871004764	primary	fixed_0.01
R-HSA-1445148	38	0.01	Down	0.134061050574042	0.301724871004764	primary	fixed_0.01
R-HSA-166208	13	0.01	Up	0.135390844881288	0.303924240332475	primary	fixed_0.01
R-HSA-199992	39	0.01	Down	0.136937693043297	0.306544125473344	primary	fixed_0.01
R-HSA-416482	19	0.01	Down	0.138000444235798	0.306544125473344	primary	fixed_0.01
R-HSA-9725370	39	0.01	Up	0.139028840686083	0.306544125473344	primary	fixed_0.01
R-HSA-9700206	39	0.01	Up	0.139028840686083	0.306544125473344	primary	fixed_0.01
R-HSA-166520	41	0.01	Down	0.13922291479551	0.306544125473344	primary	fixed_0.01
R-HSA-190861	10	0.01	Down	0.139402896966996	0.306544125473344	primary	fixed_0.01
R-HSA-190840	10	0.01	Down	0.139402896966996	0.306544125473344	primary	fixed_0.01
R-HSA-190872	10	0.01	Down	0.139402896966996	0.306544125473344	primary	fixed_0.01
R-HSA-5651801	10	0.01	Up	0.140909298570826	0.308756838316928	primary	fixed_0.01
R-HSA-9006115	11	0.01	Down	0.141125515425603	0.308756838316928	primary	fixed_0.01
R-HSA-157579	25	0.01	Up	0.14161118747763	0.309035047103081	primary	fixed_0.01
R-HSA-5693606	54	0.01	Up	0.142622421948669	0.31044887584644	primary	fixed_0.01
R-HSA-163841	22	0.01	Up	0.142979354653175	0.31044887584644	primary	fixed_0.01
R-HSA-6785807	11	0.01	Down	0.143931323980603	0.311730656460501	primary	fixed_0.01
R-HSA-9007101	43	0.01	Down	0.146224336527724	0.315903203225308	primary	fixed_0.01
R-HSA-5625900	12	0.01	Down	0.146949961121415	0.316677166216649	primary	fixed_0.01
R-HSA-110313	11	0.01	Up	0.147883486926597	0.317894178879618	primary	fixed_0.01
R-HSA-5099900	11	0.01	Down	0.148350736347573	0.318105310277631	primary	fixed_0.01
R-HSA-187037	34	0.01	Down	0.149344038536796	0.319088348183881	primary	fixed_0.01
R-HSA-2467813	85	0.01	Up	0.1503031772697	0.319088348183881	primary	fixed_0.01
R-HSA-9969896	10	0.01	Down	0.150985642071055	0.319088348183881	primary	fixed_0.01
R-HSA-8866652	10	0.01	Up	0.151503999357178	0.319088348183881	primary	fixed_0.01
R-HSA-69620	96	0.01	Up	0.151554472364511	0.319088348183881	primary	fixed_0.01
R-HSA-438064	33	0.01	Down	0.151695885909393	0.319088348183881	primary	fixed_0.01
R-HSA-6811440	16	0.01	Down	0.151887572113674	0.319088348183881	primary	fixed_0.01
R-HSA-6796648	22	0.01	Up	0.152169836721225	0.319088348183881	primary	fixed_0.01
R-HSA-9006927	17	0.01	Up	0.152510904236379	0.319088348183881	primary	fixed_0.01
R-HSA-8848021	17	0.01	Up	0.152510904236379	0.319088348183881	primary	fixed_0.01
